kitazato|1500|/bin/bash
s1270244|1000|/bin/bash
hl391|1000|/bin/csh
s1280071|1000|/bin/bash
s1270211|1000|/bin/bash
hl257|1000|/bin/csh
to-izumi|300|/bin/tcsh
hl190|1000|/bin/csh
s1297004|1000|/bin/bash
kansen|1500|
std56test13|1000|/bin/csh
hl311|1000|/bin/csh
hl110|1000|/bin/csh
cib-ali|1500|
mactest57|1000|/bin/bash
lcapretz|1500|
mactest53|1000|/bin/bash
ilab12test80|1000|/bin/csh
m5261163|2100|/bin/bash
s1250055|1000|/bin/bash
s1220005|1000|/bin/tcsh
rpt-jh|3231|/bin/csh
m5261130|2100|/bin/bash
s1270168|1000|/bin/bash
s1240118|1000|/bin/csh
cent040|1000|/bin/bash
m5252117|2100|/bin/bash
s1270135|1000|/bin/bash
hl256|1000|/bin/csh
mehedi|1500|/bin/bash
g1ori09|4000|/bin/bash
s1290248|1000|/bin/bash
s1270102|1000|/bin/bash
s1290215|1000|/bin/bash
malmivuo|1500|
d8232115|2200|/bin/bash
kondraty|1500|
s1300090|1000|/bin/bash
c12taya|1600|/bin/csh
ilab12test10|1000|/bin/csh
r1296001|2001|/bin/bash
s1270172|1000|/bin/bash
s1307009|1000|/bin/bash
h-naka|1500|
m5251117|2100|/bin/bash
s1270059|1000|/bin/bash
hl255|1000|/bin/csh
s1270026|1000|/bin/bash
hl054|1000|/bin/csh
ilab12test87|1000|/bin/csh
prog1|3118|/bin/csh
s1290139|1000|/bin/bash
shuiyu|1500|
g2web32|4010|/bin/bash
g1ori41|4000|/bin/bash
s1290106|1000|/bin/bash
khaustov|1500|/bin/bash
mfreierm|1500|
g1ori59|4000|/bin/bash
m5252122|2100|/bin/bash
m5251154|2100|/bin/bash
s1270096|1000|/bin/bash
s1260236|1000|/bin/bash
std56test63|1000|/bin/csh
m5251121|2100|/bin/bash
s1270063|1000|/bin/bash
s1260203|1000|/bin/bash
g2web39|4010|/bin/bash
g1ori48|4000|/bin/bash
s1290176|1000|/bin/bash
s1270030|1000|/bin/bash
hl053|1000|/bin/csh
takashis|300|/usr/local/bin/tcsh
wlcgue05|4070|/bin/csh
rieko-k|300|/usr/local/bin/tcsh
prog0|3200|/bin/csh
s1290143|1000|/bin/bash
